Suchbegriff aus hochgeladener Datei;Wirkstoff;Markenname des Medikaments;ATC-Code;Kapitelname;Satz, der das Wort enthält;Link zur Online-Referenz
Asiatisch;Cobicistat;"Tybost®";"V03AX03";Eigenschaften/Wirkungen;" Atazanavir + Cobicistat + Truvada(n = 344)Atazanavir + Ritonavir + Truvada(n = 348)Demographische CharakteristikaMedianes Alter, Jahre (niedrigstes bis höchstes)36 (19-62)37 (19-70)Geschlecht  Männlich83,4%82,5%Weiblich16,6%17,5%Ethnische Zugehörigkeit  Weiss57,6%61,8%Farbig/afro-amerikanisch18,9%18,1%Asiatisch12,8%10,6%Andere10,8%9,5%Krankheitsparameter bei StudienbeginnMedianer Wert der Plasma HIV-1-RNA bei Studienbeginn (Bereich) log10 Kopien/ml4,78 (3,22-6,43)4,84 (3,21-6,44)Prozentsatz der Patienten mit Viruslast >100'000 Kopien/ml38,4%41,1%Mediane CD4+-Zellzahl bei Studienbeginn (Bereich), Zellen/mm3348 (1-1'075)341 (10-1'455)Prozentsatz der Patienten mit CD4+-Zellzahlen ≤200 Zellen/mm317,4%16,4%";https://amiko.oddb.org/de/fi?gtin=62965&highlight=Asiatisch&anchor=section13
Asiatisch;Emtricitabin, Tenofovir disoproxil und Rilpivirin;"Eviplera®";"J05AR08";Eigenschaften/Wirkungen;" Rilpivirin + Emtricitabin/Tenofovirdisoproxilfumaratn= 550Efavirenz + Emtricitabin/Tenofovirdisoproxilfumaratn= 546Demographische CharakteristikaMedianes Alter (Spanne), in Jahren36,0 (18-78)36,0 (19-69)GeschlechtMännlich78%79%Weiblich22%21%Ethnische ZugehörigkeitWeiss64%61%Farbig/afro-amerikanisch25%23%Asiatisch10%13%Andere1%1%Erhebung gemäss lokalen Vorschriften nicht gestattet1%1%Ausgangswerte der ErkrankungMedianer Ausgangswert der Plasma-HIV-1-RNA (Spanne), log10 Kopien/ml5,0 (2-7)5,0 (3-7)Medianer Ausgangswert der CD4+-Zellzahl (Spanne), × 106 Zellen/l247 (1-888)261 (1-857)Prozentsatz der Patienten mit Hepatitis-B-/-C-Koinfektion7,7%8,1%";https://amiko.oddb.org/de/fi?gtin=62155&highlight=Asiatisch&anchor=section13
asiatisch;Empagliflozin;"Jardiance®";"A10BX12";Eigenschaften/Wirkungen;"Die Population war zu 72,4% kaukasisch, zu 21,6% asiatisch und zu 5,1% schwarz. Das Durchschnittsalter betrug 63 Jahre (9,3% der Patienten waren ≥75 Jahre), 71,5% der Patienten waren männlich. Zu Studienbeginn erhielten etwa 81% der Patienten einen Hemmer des Renin-Angiotensin-Systems, 65% Betablocker, 43% Diuretika, 89% Antikoagulantien und 81% eine lipidsenkende Medikation. Etwa 74% der Patienten nahmen bei Studienbeginn Metformin ein, 48% wendeten Insulin an und 43% erhielten einen Sulfonylharnstoff. Die EMPA-REG OUTCOME Studie war mit Ausnahme der ersten 12 Wochen nicht für die Messung der glykämischen Wirksamkeit konzipiert, sondern als Glukose-Gleichgewichtsstudie zur Bewertung des kardiovaskulären Endergebnisses ausgelegt. In den ersten 12 Wochen musste die glukosesenkende Basistherapie unverändert bleiben. Nach dieser Anfangsperiode konnte die blutzuckersenkende Behandlung gemäss den aktuellen Therapierichtlinien angepasst werden. Weitere Begleitmedikationen (z.B. für Hypertonie und Dyslipidämie) konnten während der gesamten Studie hinzugefügt oder verändert werden, um die beste Standardbehandlung zu erzielen.";https://amiko.oddb.org/de/fi?gtin=63227&highlight=asiatisch&anchor=section13
asiatisch;Alectinib;"Alecensa®";"L01XE36";Eigenschaften/Wirkungen;"Als Stratifizierungsfaktoren für die Randomisierung dienten der ECOG-PS (0/1 vs. 2), die ethnische Zugehörigkeit (asiatisch vs. nicht-asiatisch) und ZNS-Metastasen zum Baseline-Zeitpunkt (ja vs. nein). Primärer Endpunkt der Studie war der Nachweis der Überlegenheit von Alecensa gegenüber Crizotinib basierend auf dem progressionsfreien Überleben (Progression-free Survival, PFS) nach der Beurteilung des Prüfarztes unter Anwendung von RECIST 1.1. Demographische und Krankheitsmerkmale zu Studienbeginn (Baseline) für Alecensa waren: medianes Alter 58 Jahre (54 Jahre bei Crizotinib), 55% weiblich (58% bei Crizotinib), 55% nicht-asiatisch (54% bei Crizotinib), 61% stets Nichtraucher (65% bei Crizotinib), 93% ECOG-PS 0 oder 1 (93% bei Crizotinib), 97% im Stadium IV (96% bei Crizotinib), 90% Adenokarzinom-Histologie (94% bei Crizotinib), 40% ZNS-Metastasen zum Baseline-Zeitpunkt (38% bei Crizotinib) und 17% mit vorherige vorheriger ZNS-Bestrahlung (14% bei Crizotinib).";https://amiko.oddb.org/de/fi?gtin=65970&highlight=asiatisch&anchor=section13
asiatisch;Kaliumbromid;"Briviact®";"N03AX23";Kinetik;"Die Pharmakokinetik von Brivaracetam wurde bei einer populations-pharmakokinetischen Modellierung der Daten von Epilepsie-Patienten durch die ethnische Herkunft nicht signifikant beeinflusst (weiss, schwarz/afroamerikanisch, asiatisch, indianisch [USA bzw. Alaska], spanisch/lateinamerikanisch).";https://amiko.oddb.org/de/fi?gtin=65830&highlight=asiatisch&anchor=section14
asiatisch;Rilpivirin;"Edurant®";"J05AG05";Eigenschaften/Wirkungen;"Die 36 Patienten hatten ein medianes Alter von 14,5 Jahren (Bereich: 12 bis 17 Jahre). Von diesen waren 55,6% weiblich, 88,9% waren schwarz und 11,1% waren asiatisch. Die mediane Baseline-Last an HIV-1-RNA im Plasma betrug 4,8 Log10 Kopien/ml und die mediane Baseline-Zahl der CD4-positiven Zellen betrug 414× 106 Zellen/l (Bereich: 25 bis 983× 106 Zellen/l).";https://amiko.oddb.org/de/fi?gtin=61548&highlight=asiatisch&anchor=section13
asiatisch;Empagliflozin, Metformin, Metformin hydrochlorid;"Jardiance Met®";"A10BD20";Eigenschaften/Wirkungen;"Die Population war zu 72,4% kaukasisch, zu 21,6% asiatisch und zu 5,1% schwarz. Das Durchschnittsalter betrug 63 Jahre (9,3% der Patienten ≥75 Jahre), 71,5% der Patienten waren männlich. Zu Studienbeginn erhielten etwa 81% der Patienten einen Hemmer des Renin-Angiotensin-Systems, 65% Betablocker, 43% Diuretika, 89% Antikoagulantien und 81% eine lipidsenkende Medikation. Etwa 74% der Patienten nahmen bei Studienbeginn Metformin ein, 48% wendeten Insulin an und 43% erhielten einen Sulfonylharnstoff. In den ersten 12 Wochen erfolgte die Behandlung grundsätzlich ohne weitere Anpassungen. Ab diesem Zeitpunkt konnte die Behandlung (inklusive Hypertonie und Dyslipidämie) gemäss den aktuellen Therapierichtlinien angepasst werden.";https://amiko.oddb.org/de/fi?gtin=65570&highlight=asiatisch&anchor=section13
asiatisch;Alogliptin;"Vipidia®";"A10BH04";Kinetik;"Das Alter (≥65 Jahre), Geschlecht, die ethnische Zugehörigkeit (weiss, schwarz und asiatisch) und das Körpergewicht hatten keine klinisch relevanten Auswirkungen auf die Pharmakokinetik von Alogliptin. Auf der Grundlage dieser Kriterien ist keine Dosisanpassung notwendig (siehe «Dosierung/Anwendung»).";https://amiko.oddb.org/de/fi?gtin=62955&highlight=asiatisch&anchor=section14
asiatisch;Paclitaxel;"Abraxane®";"L01CD01";Kinetik;"Populationspharmakokinetische Analysen von Abraxane weisen darauf hin, dass Körpergewicht (40 bis 143 kg), Körperoberfläche (1,3 bis 2,4 m2), Geschlecht, Ethnie (asiatisch vs. weiss) und Art der soliden Tumoren keinen klinisch bedeutsamen Einfluss auf die maximale Eliminationsrate und systemische Exposition (AUC und Cmax) von Paclitaxel haben.";https://amiko.oddb.org/de/fi?gtin=63182&highlight=asiatisch&anchor=section14
asiatisch;Durvalumab;"Imfinzi™";"L01XC28";Eigenschaften/Wirkungen;"Die demografischen und krankheitsbedingten Eigenschaften bei Studienbeginn waren zwischen den Studienarmen äusserst ausgewogen. Die Zusammensetzung der gesamten Studienpopulation zu Studienbeginn war wie folgt: Männer (70%), Alter ≥65 Jahre (45%), hellhäutig (69%), asiatisch (27%), sonstige (4%), Raucher (16%), ehem. Raucher (75%) und nie geraucht (9%), WHO/ECOG PS 0 (49%), WHO/ECOG PS 1 (50%). Die krankheitsbedingten Eigenschaften waren wie folgt: Stadium IIIA (54%), Stadium IIIB (44%), histologische squamöse Untergruppen (47%), nicht-squamös (53%), PD-L1-Expression TC ≥25% (22%), PD-L1-Expression TC <25% (41%). (Der PD-L1-Status wurde retrospektiv anhand des Ventana PD-L1 (SP263) Assays und 451 Patienten mit verfügbaren Proben analysiert, die vor oder während der Radiochemotherapie entnommen worden waren.)";https://amiko.oddb.org/de/fi?gtin=66548&highlight=asiatisch&anchor=section13
asiatisch;Metformin und Alogliptin;"Vipdomet®";"A10BD13";Kinetik;"Das Alter (≥65 Jahre), Geschlecht, die ethnische Zugehörigkeit (weiss, schwarz und asiatisch) und das Körpergewicht hatten keine klinisch relevanten Auswirkungen auf die Pharmakokinetik von Alogliptin. Es ist keine Dosisanpassung von Alogliptin und Vipdomet notwendig (siehe «Dosierung/Anwendung»).";https://amiko.oddb.org/de/fi?gtin=62966&highlight=asiatisch&anchor=section14
asiatisch;Afatinib;"Giotrif®";"L01XE13";Eigenschaften/Wirkungen;"Die Wirksamkeit und Sicherheit von Giotrif in der First-Line-Linie wurden bei Patienten mit einem lokal fortgeschrittenen oder metastasierten NSCLC (Adenokarzinom der Lunge) mit EGFR-Mutation (Stadium IIIB oder IV) im Rahmen einer globalen, randomisierten, multizentrischen, offenen Studie beurteilt (LUX-Lung 3; 1200.32). Die Teilnahme von Kaukasiern, Asiaten und anderen Ethnizitäten belief sich auf 26.4%, 72.2% bzw. 1.4%. Patienten, die zuvor keine systemische Therapie wegen ihres lokal fortgeschrittenen oder metastasierten Tumors erhalten haben, wurden mit einer auf Polymerasekettenreaktion (PCR) basierenden Methode (TheraScreen®: EGFR29 Mutation Kit, Qiagen Manchester Ltd) im Hinblick auf das Vorliegen von 29 verschiedenen EGFR-Mutationen getestet. Die Patienten (N=345) wurden per Randomisierung (2:1) einer Behandlung mit Giotrif 40 mg oral einmal täglich (N=230) oder mit bis zu 6 Zyklen Cisplatin/Pemetrexed (N=115) zugeteilt. Die Randomisierung erfolgte stratifiziert nach EGFR-Mutationsstatus (L858R; Del 19; andere) und Rasse (asiatisch; nichtasiatisch). Eine Erhöhung der Dosis von Giotrif auf 50 mg war nach dem ersten Zyklus (21 Behandlungstagen) erlaubt, sofern keine bzw. nur begrenzt arzneimittelbedingte unerwünschte Ereignisse aufgetreten sind (d.h. kein Durchfall, kein Hautausschlag, keine Stomatitis und/oder keine anderen arzneimittelbedingten unerwünschten Ereignisse des CTCAE-Grads >1), eine vorschriftsgemässe Anwendung von Giotrif erfolgt ist und zuvor keine Dosisreduktion vorgenommen wurde.";https://amiko.oddb.org/de/fi?gtin=63042&highlight=asiatisch&anchor=section13
asiatisch;Afatinib;"Giotrif®";"L01XE13";Eigenschaften/Wirkungen;"Von den randomisierten Patienten waren 62% Frauen, das mediane Alter betrug 63 Jahre, 16% der Patienten hatten Hirnmetastasen, der Ausgangswert des ECOG-Performance Status war 0 (31%) oder 1 (69%), 57% waren Asiaten und 43% waren nicht-asiatisch. Für die Patienten lag eine Tumorprobe mit einer EGFR-Mutation vor, die entweder als Exon 19 Deletion (58%) oder als Exon 21 L858R Substitution (42%) klassifiziert wurde.";https://amiko.oddb.org/de/fi?gtin=63042&highlight=asiatisch&anchor=section13
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Die empfohlene Anfangsdosis von Eltrombopag bei ITP beträgt 50 mg einmal täglich. Bei Patienten ostasiatischer Abstammung und bei Patienten mit Leberfunktionsstörungen soll die Anfangsdosis auf 25 mg reduziert werden (siehe «Spezielle Patientengruppen»).";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Nicht-asiatische Abstammung, 6-17 Jahre, Körpergewicht >27 kg: 50 mg einmal täglich";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Nicht-asiatische Abstammung, 6-17 Jahre, Körpergewicht <27 kg: 37,5 mg einmal täglich";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Nicht-asiatische Abstammung, Alter 1-5 Jahre: 1.2 mg/kg einmal täglich";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Die Tabelle 3 gibt detaillierte Angaben zur Anfangsdosis die eingenommen werden soll für pädiatrischen Patienten von 1 bis 5 Jahren, nicht-asiatischer Abstammung, basierend auf dem Körpergewicht bei Behandlungsbeginn mit der Dosis (1.2 mg/kg).";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Für pädiatrischen Patienten von 1 bis 5 Jahren, asiatischer Abstammung, muss die Anfangsdosis mit der reduzierten Dosis (0.8 mg/kg) berechnet werden.";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Tabelle 3: Anfangsdosis nach Körpergewicht für pädiatrischen ITP Patienten von 1 bis 5 Jahre in den Varianten 1.2 mg/kg (nicht-asiatisch) und 0.8 mg/kg (asiatisch)";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Körpergewicht (kg) bei Behandlungsbeginn*Anfangsdosis (mg)nicht-asiatische pädiatrische Patienten 1-5 Jahre1.2 mg/kgAnfangsdosis (mg)asiatische pädiatrische Patienten 1-5 Jahre0.8 mg/kg8 kg10 mg6 mg9 kg11 mg7 mg10 kg12 mg8 mg11 kg13 mg9 mg12 kg14 mg10 mg13 kg16 mg10 mg14 kg17 mg11 mg15 kg18 mg12 mg16 kg19 mg13 mg17 kg20 mg14 mg18 kg22 mg14 mg19 kg23 mg15 mg20 kg24 mg16 mg21 kg25 mg17 mg22 kg26 mg18 mg23 kg28 mg18 mg24 kg29 mg19 mg25 kg30 mg20 mg";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Die Behandlung mit Eltrombopag wird bei einer Dosis von 50 mg einmal täglich eingeleitet. Bei Patienten ostasiatischer Abstammung und bei Patienten mit Leberfunktionsstörungen soll die Anfangsdosis auf 25 mg reduziert werden (siehe «Spezielle Patientengruppen»). Die Behandlung sollte nicht begonnen werden, wenn bei den Patienten zytogenetische Auffälligkeiten des Chromosoms 7 vorliegen.";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Ostasiatische erwachsene Patienten";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Bei Patienten ostasiatischer Herkunft (wie Chinesen, Japaner, Taiwanesen oder Koreaner), einschliesslich denjenigen mit Leberfunktionsstörungen, sollte die Initialbehandlung mit Eltrombopag in einer Dosis von 25 mg einmal täglich erfolgen (siehe «Kinetik spezieller Patientengruppen»).";https://amiko.oddb.org/de/fi?gtin=60122&highlight=asiatisch&anchor=section5
asiatisch;Ixazomib citrat;"NINLARO®, Hartkapseln";"L01XX50";Eigenschaften/Wirkungen;"Die demographischen und die Krankheitscharakteristika wurden gleich gewichtet und waren zwischen den Studiengruppen vergleichbar. Das mediane Alter lag bei 66 Jahren (Bereich: 38-91 Jahre); 58% der Patienten waren älter als 65 Jahre. 57% der Patienten waren männlich. 85% der Studienpopulation waren kaukasisch, 9% asiatisch und 2% schwarz. 93% der Patienten hatten einen ECOG-Performance-Status von 0-1 und 12% befanden sich zu Studienbeginn im ISS-Stadium III (N=90). 25% der Patienten hatten eine Kreatinin-Clearance <60 ml/min. Bei 23% der Patienten lag ein Leichtkettenmyelom vor und bei 12% der Patienten war die Krankheit nur mit einem freien Leichtkettentest nachweisbar. 43% der Gesamtpopulation (N=309) waren Patienten mit erhöhtem zytogenetischem Risiko (hohes Risiko für [del(17), t(4;14), t(14;16)] oder 1q-Amplifikation [1q21]). 19% (N=137) wiesen hochrisikobehaftete zytogenetische Anomalitäten und 10% (N=69) die Deletion del(17) auf. Die Patienten erhielten ein bis drei vorangegangene Therapielinien (median: 1) einschliesslich einer früheren Behandlung mit Bortezomib (69%), Carfilzomib (<1%), Thalidomid (45%), Lenalidomid (12%) und Melphalan (81%). Bei 57% der Patienten war zuvor eine Stammzelltransplantation durchgeführt worden. Bei 77% der Patienten kam es nach vorangegangenen Therapielinien zu einem Rezidiv und 11% der Patienten waren refraktär auf vorangegangene Therapielinien. Primäre Refraktärität (d.h. das beste Ansprechen bei allen vorherigen Therapielinien war eine stabile Erkrankung oder Krankheitsprogression) wurde bei 6% der Patienten dokumentiert.";https://amiko.oddb.org/de/fi?gtin=65959&highlight=asiatisch&anchor=section13
asiatisch;Topotecan;"Hycamtin®";"L01XX17";Kinetik;"Im Rahmen derselben Analyse wurde der Einfluss der ethnischen Abstammung ausgewertet (nichtasiatisch n = 36, asiatisch n = 23). Bei Patienten asiatischer Abstammung mit Nierenfunktionsbeeinträchtigung war die Exposition generell höher als bei Patienten nichtasiatischer Abstammung; der Unterschied vergrösserte sich mit steigendem Schweregrad der Nierenfunktionsbeeinträchtigung. Die geometrischen Mittel der dosisnormalisierten AUC(0-∞)-Werte für Topotecanlacton betrugen 6.1 (n = 1); 8.7; 11.0 und 18.2 ng*h/ml bei Patienten asiatischer Abstammung mit einer Creatinin-Clearance von über 80 ml/min, von über 80 ml/min nach vorausgegangener platinbasierter Chemotherapie, von 50 bis 80 ml/min bzw. von 30 bis 49 ml/min. Die geometrischen Mittel der dosisnormalisierten AUC(0-∞)-Werte für Gesamt-Topotecan betrugen 22.2 (n = 1); 30.5; 36.9 und 73.9 ng*h/ml bei Patienten asiatischer Abstammung mit einer Creatinin-Clearance von über 80 ml/min, von über 80 ml/min nach vorausgegangener platinbasierter Chemotherapie, von 50 bis 80 ml/min bzw. von 30 bis 49 ml/min.";https://amiko.oddb.org/de/fi?gtin=53857&highlight=asiatisch&anchor=section14
asiatisch;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Die demographischen Charakteristika und Merkmale zu Studienbeginn waren zwischen den beiden Behandlungsgruppen ausgewogen. Das mediane Alter der 552 behandelten Patienten betrug 52 Jahre (Bereich: 19 bis 76); 62% der Patienten waren männlich; 89% waren weiss, 9% waren asiatisch; 1% waren schwarz, 20% hatten zu Studienbeginn einen Body-Mass-Index von mindestens 30 kg/m2; 61% wiesen Non-CC-IL28B-Allele (CT oder TT) auf; 70% hatten zu Studienbeginn eine HCV-RNA-Konzentration von mindestens 800'000 I.E./ml; 30% hatten eine kompensierte Zirrhose; und 26% waren therapieerfahren.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=asiatisch&anchor=section13
asiatisch;Osimertinib;"TAGRISSO®";"L01XE35";Eigenschaften/Wirkungen;"Die Patienten wurden in einem Verhältnis von 1:1 randomisiert und erhielten entweder TAGRISSO (n = 279, 80 mg oral einmal täglich) oder ein EGFR-TKI-Vergleichspräparat (n = 277; Gefitinib 250 mg oral einmal täglich oder Erlotinib 150 mg oral einmal täglich). Die Randomisierung wurde nach EGFR-Mutationstyp (Exon 19 Deletion oder Exon 21 (L858R) Substitution) und ethnischer Zugehörigkeit (asiatisch oder nicht-asiatisch) stratifiziert. Die Patienten erhielten die Studientherapie so lange, bis eine Intoleranz auftrat oder der Prüfarzt feststellte, dass für den Patienten kein weiterer klinischer Nutzen mehr vorlag. Bei Patienten, die ein EGFR-TKI-Vergleichspräparat erhielten, war nach Progression ein Crossover zu einer open-label Therapie mit TAGRISSO zulässig, sofern die Tumorproben positiv auf die T790M-Mutation getestet wurden.";https://amiko.oddb.org/de/fi?gtin=65872&highlight=asiatisch&anchor=section13
asiatisch;Osimertinib;"TAGRISSO®";"L01XE35";Eigenschaften/Wirkungen;"In einer randomisierten, offenen, aktiv kontrollierten Phase-III-Studie (AURA3) konnte die Wirksamkeit von TAGRISSO bei der Behandlung von Patienten mit lokal fortgeschrittenem oder metastasiertem, EGFR-T790M-mutationspositivem NSCLC, deren Erkrankung unter oder nach einer EGFR-TKI-Therapie fortgeschritten war, gezeigt werden. Alle eingeschlossenen Patienten mussten ein EGFR-T790M-mutationspositives NSCLC haben. Das Vorliegen dieser Mutation wurde vor der Randomisierung mit Hilfe des cobas-EGFR Mutationstests im Zentrallabor bestätigt. Der T790M- Mutationsstatus wurde ebenfalls mit Hilfe von ctDNA beurteilt, die aus einer bei der Voruntersuchung abgenommenen Plasmaprobe extrahiert wurde. Die primäre Messgrösse für die Wirksamkeit war das vom Prüfarzt beurteilte PFS. Die Patienten wurden randomisiert im Verhältnis 2:1 (TAGRISSO: platinbasierte Doublet-Chemotherapie) und dem Erhalt von TAGRISSO (n = 279) oder einer platinbasierten Doublet-Chemotherapie (n = 140) zugewiesen. Die Randomisierung wurde nach der Ethnizität (asiatisch und nicht asiatisch) stratifiziert. Patienten im TAGRISSO-Arm erhielten so lange einmal täglich 80 mg TAGRISSO oral, bis sie die Therapie nicht mehr vertrugen oder der Prüfarzt feststellte, dass sie nicht mehr länger einen klinischen Nutzen daraus zogen. Die Chemotherapie bestand aus Pemetrexed 500 mg/m2 mit Carboplatin AUC5 oder Pemetrexed 500 mg/m2 mit Cisplatin 75 mg/m2 an Tag 1 eines jeden 21-tägigen Zyklus für bis zu 6 Zyklen. Patienten, deren Erkrankung nach vier Zyklen einer platinbasierten Chemotherapie nicht fortgeschritten war, konnten als Erhaltungstherapie Pemetrexed (500 mg/m2 an Tag 1 eines jeden 21-tägigen Zyklus) erhalten. Patienten im Chemotherapie-Arm mit einer objektiven radiologischen Progression (beurteilt durch den Prüfarzt und bestätigt durch BICR, das heisst eine unabhängige, zentrale Überprüfung der verblindeten Daten) erhielten die Gelegenheit, eine Behandlung mit TAGRISSO zu beginnen.";https://amiko.oddb.org/de/fi?gtin=65872&highlight=asiatisch&anchor=section13
